Day or Night?_2013,State,Date_2013,Race_2013,Vehicle Type_2013,From Where_2013,To Where_2013,Trip distance_2013,Alcohol Today_2013,Age Range_2013,Zipcode_2013,Education Level_2013,Employed_2013,Blood Alcohol Content_2013
1,CA,2/21/2014 13:22,1,Car,Own home,Work,0-5,No,23.0,93436.0,Some college - no degree,Employed Full-time,0
1,CA,2/21/2014 13:36,1,Car,Other,Own home,0-5,,52.0,93436.0,High school graduate,On Disability,0
2,CA,2/21/2014 22:12,1,SUV/ Crossover,Someone else's home,Own home,0-5,,16.0,93436.0,9th - 11th grade,Other __________________________,#NULL!
2,CA,2/21/2014 22:35,1,Pickup,Own home,Restaurant/eating place,0-5,,16.0,93436.0,9th - 11th grade,Other __________________________,#NULL!
2,CA,2/21/2014 22:49,2,Car,Store or gas station,Someone else's home,0-5,,37.0,93436.0,High school graduate,Employed Full-time,0
2,CA,2/21/2014 23:11,1,SUV/ Crossover,Store or gas station,Own home,More than 20,,50.0,71953.0,9th - 11th grade,Other __________________________,#NULL!
2,CA,2/21/2014 23:29,1,Car,Work,Own home,More than 20,No,37.0,93436.0,Some college - no degree,Employed Full-time,0
2,CA,2/21/2014 23:39,8,Pickup,Sport or rec facility/park,Own home,0-5,,18.0,93436.0,Some college - no degree,Employed Part-time,#NULL!
2,CA,2/21/2014 23:58,#NULL!,Pickup,,,,,,,,,#NULL!
3,CA,2/22/2014 1:37,1,Car,Other,Own home,More than 20,No,35.0,93436.0,Bachelor's degree,Employed Full-time,#NULL!
3,CA,2/22/2014 2:00,6,Car,Store or gas station,Own home,0-5,,37.0,92436.0,Some college - no degree,Employed Part-time,0
3,CA,2/22/2014 2:35,1,Pickup,Someone else's home,Someone else's home,More than 20,No,25.0,92436.0,9th - 11th grade,Employed Full-time,#NULL!
3,CA,2/22/2014 3:27,6,SUV/ Crossover,Someone else's home,Own home,0-5,,31.0,93436.0,Some college - no degree,On Disability,0
4,CA,2/22/2014 22:26,1,SUV/ Crossover,Restaurant/eating place,Store or gas station,0-5,No,30.0,93436.0,Some college - no degree,Employed Full-time,0
4,CA,2/22/2014 22:37,8,Car,Work,Own home,0-5,,20.0,93436.0,Some college - no degree,Employed Part-time,#NULL!
4,CA,2/22/2014 22:55,8,Car,Work,Own home,0-5,No,23.0,93436.0,Associate's degree,Employed Part-time,0
4,CA,2/22/2014 23:06,6,Car,Own home,Someone else's home,0-5,,17.0,93436.0,9th - 11th grade,Other __________________________,#NULL!
4,CA,2/22/2014 23:25,5,Car,Work,Own home,10-Jun,No,24.0,93436.0,Associate's degree,Employed Full-time,0
4,CA,2/22/2014 23:54,5,Car,Work,Own home,10-Jun,,19.0,93436.0,Some college - no degree,Employed Part-time,0
4,CA,2/23/2014 0:09,1,SUV/ Crossover,Restaurant/eating place,Own home,0-5,No,21.0,93436.0,Some college - no degree,Unemployed,#NULL!
1,IA,10/18/2013 13:38,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,IA,10/18/2013 14:02,1,Car,Other,Own home,More than 20,No,82.0,52302.0,9th - 11th grade,Retired,#NULL!
1,IA,10/18/2013 14:05,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,IA,10/18/2013 14:30,1,SUV/ Crossover,Own home,Someone else's home,More than 20,No,59.0,56340.0,High school graduate,Employed Full-time,0
1,IA,10/18/2013 14:45,1,Pickup,Own home,Other,More than 20,,51.0,55343.0,Some college - no degree,Other __________________________,0
1,IA,10/18/2013 14:50,#NULL!,Pickup,,,,,,,,,#NULL!
1,IA,10/18/2013 15:04,1,Car,Own home,Own home,More than 20,No,31.0,50613.0,Bachelor's degree,Employed Full-time,#NULL!
1,IA,10/18/2013 15:11,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,IA,10/18/2013 15:21,1,SUV/ Crossover,Own home,Store or gas station,More than 20,No,62.0,55975.0,Bachelor's degree,Retired,#NULL!
1,IA,10/18/2013 15:26,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,IA,10/18/2013 15:47,1,Car,Own home,Other,More than 20,No,56.0,54801.0,Associate's degree,Employed Full-time,0
2,IA,10/18/2013 22:31,1,SUV/ Crossover,Own home,Someone else's home,More than 20,No,49.0,54868.0,Some college - no degree,Employed Full-time,0
2,IA,10/18/2013 22:48,1,SUV/ Crossover,Own home,Someone else's home,More than 20,No,27.0,62363.0,Some college - no degree,Employed Full-time,0
2,IA,10/18/2013 23:07,1,Car,Own home,Someone else's home,More than 20,No,36.0,55070.0,Bachelor's degree,Employed Full-time,0
2,IA,10/18/2013 23:20,1,Car,Own home,Someone else's home,More than 20,No,23.0,50613.0,Some college - no degree,Employed Full-time,#NULL!
2,IA,10/18/2013 23:45,1,Pickup,School/church,Own home,More than 20,No,23.0,55971.0,Master's degree,Other __________________________,0
2,IA,10/19/2013 0:04,1,Pickup,Someone else's home,Own home,More than 20,No,38.0,50659.0,High school graduate,Employed Part-time,0
3,IA,10/19/2013 1:41,#NULL!,Car,,,,,,,,,#NULL!
3,IA,10/19/2013 2:31,1,Pickup,Own home,Work,More than 20,No,47.0,50461.0,High school graduate,Employed Full-time,0
4,IA,10/19/2013 22:03,#NULL!,Car,,,,,,,,,#NULL!
4,IA,10/19/2013 22:12,1,SUV/ Crossover,Sport or rec facility/park,Own home,More than 20,,47.0,50666.0,Some college - no degree,Employed Full-time,#NULL!
4,IA,10/19/2013 22:27,1,Car,Someone else's home,Own home,More than 20,,24.0,50628.0,None - 8th grade,Other __________________________,#NULL!
4,IA,10/19/2013 22:42,1,Car,Other,Own home,More than 20,,65.0,52155.0,High school graduate,Retired,#NULL!
4,IA,10/19/2013 22:47,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
4,IA,10/19/2013 23:03,1,SUV/ Crossover,School/church,Own home,More than 20,No,34.0,52402.0,Some college - no degree,Other __________________________,#NULL!
4,IA,10/19/2013 23:36,1,Car,School/church,Own home,More than 20,No,48.0,55922.0,High school graduate,Other __________________________,#NULL!
4,IA,10/19/2013 23:55,1,Car,Someone else's home,Own home,More than 20,Yes,65.0,52147.0,Associate's degree,Employed Full-time,#NULL!
5,IA,10/20/2013 1:39,1,Car,Someone else's home,Own home,More than 20,No,18.0,50659.0,Some college - no degree,Employed Part-time,0
5,IA,10/20/2013 3:20,1,SUV/ Crossover,Someone else's home,Own home,More than 20,No,75.0,55902.0,High school graduate,Retired,0
1,KS,9/20/2013 11:47,2,SUV/ Crossover,Other,Own home,10-Jun,No,58.0,67207.0,Bachelor's degree,Retired,0
1,KS,9/20/2013 12:01,1,SUV/ Crossover,Own home,Work,10-Jun,No,59.0,67214.0,Associate's degree,Employed Full-time,#NULL!
1,KS,9/20/2013 12:27,1,Car,Other,Someone else's home,20-Nov,No,19.0,67147.0,Some college - no degree,Employed Part-time,0
1,KS,9/20/2013 12:41,1,SUV/ Crossover,Work,Own home,More than 20,No,22.0,67110.0,Associate's degree,Employed Part-time,#NULL!
1,KS,9/20/2013 12:45,#NULL!,Car,,,,,,,,,#NULL!
1,KS,9/20/2013 13:10,2,SUV/ Crossover,Work,Own home,0-5,No,24.0,67208.0,High school graduate,Employed Part-time,0
1,KS,9/20/2013 13:25,1,Car,Other,School/church,10-Jun,,57.0,67201.0,Associate's degree,Employed Full-time,0
1,KS,9/20/2013 13:43,2,Pickup,Work,Store or gas station,10-Jun,No,63.0,67218.0,Some college - no degree,Retired,0
2,KS,9/20/2013 22:18,1,Pickup,Store or gas station,Own home,0-5,Yes,25.0,67220.0,Master's degree,Employed Full-time,0
2,KS,9/20/2013 22:34,1,Car,Sport or rec facility/park,Own home,More than 20,No,28.0,67073.0,Some college - no degree,Employed Full-time,0
2,KS,9/20/2013 22:51,1,SUV/ Crossover,Store or gas station,Own home,20-Nov,No,39.0,67214.0,Bachelor's degree,Employed Full-time,0
2,KS,9/20/2013 23:05,6,Car,Own home,Someone else's home,10-Jun,No,25.0,67218.0,Some college - no degree,Other __________________________,0
2,KS,9/20/2013 23:20,3,Car,Restaurant/eating place,Own home,0-5,,17.0,67220.0,9th - 11th grade,Employed Part-time,#NULL!
2,KS,9/20/2013 23:25,#NULL!,Car,,,,,,,,,#NULL!
2,KS,9/20/2013 23:38,1,Pickup,Work,Own home,20-Nov,,48.0,67226.0,Some college - no degree,Employed Full-time,#NULL!
2,KS,9/20/2013 23:41,#NULL!,Car,,,,,,,,,#NULL!
2,KS,9/21/2013 0:00,1,Car,Work,Someone else's home,More than 20,No,19.0,67212.0,9th - 11th grade,Employed Full-time,#NULL!
3,KS,9/21/2013 1:49,8,Car,Other,Own home,10-Jun,Yes,39.0,67203.0,9th - 11th grade,Employed Full-time,#NULL!
3,KS,9/21/2013 2:22,7,SUV/ Crossover,"Bar, tavern, club",Own home,0-5,,18.0,67203.0,9th - 11th grade,Other __________________________,0
3,KS,9/21/2013 2:34,8,SUV/ Crossover,"Bar, tavern, club",Someone else's home,10-Jun,Yes,24.0,67801.0,Bachelor's degree,Employed Full-time,#NULL!
3,KS,9/21/2013 2:47,8,Car,"Bar, tavern, club",Someone else's home,10-Jun,Yes,28.0,67211.0,9th - 11th grade,Employed Part-time,#NULL!
3,KS,9/21/2013 2:57,#NULL!,,,,,,,,,,#NULL!
1,LA,1/17/2014 11:45,2,Car,Own home,Store or gas station,0-5,No,34.0,70714.0,Associate's degree,Employed Full-time,0
1,LA,1/17/2014 12:02,2,Car,Own home,Someone else's home,More than 20,No,35.0,70791.0,9th - 11th grade,Unemployed,#NULL!
1,LA,1/17/2014 12:17,2,Pickup,Store or gas station,Own home,0-5,,51.0,70714.0,High school graduate,Employed Full-time,0
1,LA,1/17/2014 12:34,6,Car,Own home,Work,More than 20,,53.0,70714.0,Associate's degree,Employed Full-time,0
1,LA,1/17/2014 12:48,2,SUV/ Crossover,School/church,Own home,20-Nov,,60.0,70791.0,Some college - no degree,Retired,#NULL!
1,LA,1/17/2014 13:01,1,Car,Work,Own home,More than 20,,43.0,70722.0,High school graduate,Employed Part-time,#NULL!
1,LA,1/17/2014 13:20,1,SUV/ Crossover,Work,Own home,20-Nov,No,33.0,70818.0,Some college - no degree,Employed Full-time,0
1,LA,1/17/2014 13:37,2,Car,Own home,Work,More than 20,,41.0,70807.0,Associate's degree,Employed Full-time,#NULL!
2,LA,1/17/2014 22:12,8,Car,Own home,"Bar, tavern, club",20-Nov,No,32.0,70814.0,Doctoral degree,Employed Full-time,#NULL!
2,LA,1/17/2014 22:28,1,Car,Own home,Restaurant/eating place,0-5,No,41.0,70816.0,Bachelor's degree,Unemployed,0
2,LA,1/17/2014 22:55,2,Pickup,Restaurant/eating place,Own home,10-Jun,,45.0,70810.0,Bachelor's degree,Employed Part-time,0
2,LA,1/17/2014 23:12,2,Car,Someone else's home,Own home,20-Nov,,33.0,70810.0,9th - 11th grade,Other __________________________,0
2,LA,1/17/2014 23:35,8,Car,Work,Own home,More than 20,No,23.0,70769.0,Some college - no degree,Employed Full-time,0
2,LA,1/17/2014 23:56,1,SUV/ Crossover,Someone else's home,Own home,10-Jun,No,17.0,70810.0,9th - 11th grade,Other __________________________,#NULL!
3,LA,1/18/2014 1:22,2,Pickup,Own home,Work,More than 20,,51.0,77627.0,Bachelor's degree,Employed Full-time,0
3,LA,1/18/2014 1:38,2,Car,Own home,"Bar, tavern, club",10-Jun,Yes,25.0,70817.0,Bachelor's degree,Employed Full-time,0
3,LA,1/18/2014 2:17,8,Pickup,Someone else's home,Own home,10-Jun,No,25.0,70592.0,None - 8th grade,Employed Full-time,0
3,LA,1/18/2014 2:40,1,Car,Someone else's home,Someone else's home,0-5,No,23.0,70806.0,Some college - no degree,Employed Full-time,#NULL!
3,LA,1/18/2014 3:08,2,Car,Someone else's home,Own home,10-Jun,No,22.0,70769.0,Associate's degree,Employed Part-time,#NULL!
4,LA,1/18/2014 22:24,6,Car,Someone else's home,Own home,10-Jun,No,23.0,70808.0,Some college - no degree,Employed Full-time,#NULL!
4,LA,1/18/2014 22:41,1,Car,Someone else's home,Own home,20-Nov,No,20.0,70820.0,9th - 11th grade,Employed Full-time,0
4,LA,1/18/2014 22:56,2,Car,Work,Own home,10-Jun,No,23.0,70820.0,Bachelor's degree,Employed Part-time,0
4,LA,1/18/2014 23:11,3,Car,Work,Own home,0-5,No,23.0,70820.0,Bachelor's degree,Employed Part-time,0
4,LA,1/18/2014 23:25,1,Car,Own home,School/church,20-Nov,No,20.0,70808.0,Some college - no degree,Employed Part-time,#NULL!
4,LA,1/18/2014 23:45,2,Car,Work,Own home,10-Jun,No,33.0,70808.0,Some college - no degree,Employed Full-time,#NULL!
4,LA,1/18/2014 23:57,2,Car,Other,Own home,10-Jun,,19.0,70802.0,Some college - no degree,Employed Part-time,#NULL!
4,LA,1/19/2014 0:58,1,Car,Someone else's home,Own home,10-Jun,Yes,24.0,70808.0,Some college - no degree,Unemployed,#NULL!
5,LA,1/19/2014 1:22,1,Car,Other,Own home,More than 20,Yes,23.0,70769.0,Some college - no degree,Employed Full-time,0
5,LA,1/19/2014 1:47,2,Car,Other,Restaurant/eating place,10-Jun,No,24.0,70401.0,Bachelor's degree,Employed Part-time,#NULL!
5,LA,1/19/2014 2:06,2,Car,Own home,Work,10-Jun,No,38.0,70816.0,Some college - no degree,Employed Full-time,#NULL!
5,LA,1/19/2014 2:23,2,Car,Someone else's home,Own home,20-Nov,,19.0,70810.0,Some college - no degree,Employed Part-time,#NULL!
5,LA,1/19/2014 2:51,2,Pickup,Own home,Store or gas station,0-5,Yes,35.0,70810.0,High school graduate,Employed Full-time,0
1,OK,9/6/2013 11:35,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,OK,9/6/2013 11:36,#NULL!,Car,,,,,,,,,#NULL!
1,OK,9/6/2013 11:56,1,SUV/ Crossover,Other,Other,10-Jun,No,56.0,73142.0,Some college - no degree,Other __________________________,0
1,OK,9/6/2013 12:21,1,Pickup,Work,Own home,0-5,No,67.0,73127.0,High school graduate,Other __________________________,0
1,OK,9/6/2013 12:37,1,Car,Own home,Store or gas station,More than 20,No,28.0,73110.0,Some college - no degree,Employed Full-time,0
1,OK,9/6/2013 12:40,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,OK,9/6/2013 13:00,1,Pickup,Someone else's home,Own home,20-Nov,No,63.0,73127.0,Some college - no degree,Retired,0
1,OK,9/6/2013 13:09,#NULL!,Car,,,,,,,,,#NULL!
1,OK,9/6/2013 13:18,1,Car,Other,Someone else's home,10-Jun,No,41.0,72109.0,High school graduate,Employed Full-time,#NULL!
1,OK,9/6/2013 17:15,1,Pickup,Own home,Work,0-5,No,61.0,73008.0,Bachelor's degree,Employed Full-time,0
2,OK,9/6/2013 22:07,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,OK,9/6/2013 22:36,#NULL!,Pickup,,,,,,,,,#NULL!
2,OK,9/6/2013 23:12,8,Pickup,Someone else's home,Own home,0-5,No,63.0,73009.0,None - 8th grade,Retired,0
2,OK,9/6/2013 23:16,#NULL!,Car,,,,,,,,,#NULL!
2,OK,9/6/2013 23:35,4,Car,Sport or rec facility/park,Own home,10-Jun,No,61.0,73109.0,Bachelor's degree,Employed Full-time,0
2,OK,9/7/2013 0:02,8,SUV/ Crossover,Own home,Someone else's home,10-Jun,Yes,38.0,73109.0,None - 8th grade,Employed Full-time,#NULL!
3,OK,9/7/2013 1:15,#NULL!,Car,,,,,,,,,#NULL!
3,OK,9/7/2013 1:20,#NULL!,Car,,,,,,,,,#NULL!
3,OK,9/7/2013 1:48,1,SUV/ Crossover,Someone else's home,Own home,20-Nov,Yes,46.0,73119.0,High school graduate,Employed Full-time,#NULL!
3,OK,9/7/2013 2:05,#NULL!,Car,,,,,,,,,#NULL!
3,OK,9/7/2013 2:46,8,Car,Someone else's home,Own home,0-5,Yes,35.0,73101.0,High school graduate,Employed Full-time,0
3,OK,9/7/2013 3:09,2,Minivan,Own home,Other,20-Nov,,35.0,73034.0,Associate's degree,Employed Full-time,#NULL!
4,OK,9/7/2013 22:06,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
4,OK,9/7/2013 22:22,8,SUV/ Crossover,Someone else's home,Own home,10-Jun,,27.0,73127.0,Some college - no degree,Employed Full-time,0
4,OK,9/7/2013 22:39,1,Car,Someone else's home,Own home,0-5,No,28.0,73107.0,Bachelor's degree,Employed Full-time,#NULL!
4,OK,9/7/2013 23:05,1,Van,Other,Own home,20-Nov,,72.0,73129.0,Some college - no degree,Employed Full-time,#NULL!
4,OK,9/7/2013 23:11,#NULL!,Car,,,,,,,,,#NULL!
4,OK,9/7/2013 23:29,1,Car,Work,Someone else's home,0-5,No,19.0,73122.0,Some college - no degree,Other __________________________,#NULL!
4,OK,9/7/2013 23:48,8,Car,Someone else's home,Own home,20-Nov,No,20.0,73099.0,Some college - no degree,Unemployed,#NULL!
4,OK,9/7/2013 23:52,#NULL!,Car,,,,,,,,,#NULL!
4,OK,9/8/2013 0:05,2,Car,Restaurant/eating place,Own home,20-Nov,,17.0,73106.0,9th - 11th grade,Employed Part-time,#NULL!
5,OK,9/8/2013 1:14,#NULL!,Car,,,,,,,,,#NULL!
5,OK,9/8/2013 1:38,2,Car,"Bar, tavern, club",Own home,0-5,Yes,26.0,73104.0,Some college - no degree,Employed Part-time,0
5,OK,9/8/2013 1:43,#NULL!,Car,,,,,,,,,#NULL!
5,OK,9/8/2013 2:04,6,SUV/ Crossover,Restaurant/eating place,Someone else's home,0-5,,19.0,73129.0,High school graduate,Employed Full-time,0
5,OK,9/8/2013 2:17,#NULL!,Car,,,,,,,,,#NULL!
5,OK,9/8/2013 3:29,4,Car,Other,Own home,More than 20,Yes,28.0,,Bachelor's degree,Employed Full-time,0.227
1,TX,11/15/2013 9:50,8,Pickup,School/church,Store or gas station,More than 20,No,22.0,79403.0,Bachelor's degree,Unemployed,#NULL!
1,TX,11/15/2013 9:57,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,TX,11/15/2013 10:15,8,Car,Work,Own home,20-Nov,,23.0,76014.0,Some college - no degree,Unemployed,0
1,TX,11/15/2013 10:34,1,Car,Own home,Someone else's home,20-Nov,No,26.0,76107.0,Some college - no degree,Employed Full-time,0
1,TX,11/15/2013 10:37,#NULL!,Pickup,,,,,,,,,#NULL!
1,TX,11/15/2013 10:55,3,Car,Work,Own home,0-5,No,43.0,76137.0,Associate's degree,Employed Full-time,#NULL!
1,TX,11/15/2013 11:01,#NULL!,Car,,,,,,,,,#NULL!
1,TX,11/15/2013 11:08,#NULL!,Car,,,,,,,,,#NULL!
1,TX,11/15/2013 11:35,1,Car,Own home,Someone else's home,More than 20,No,63.0,76112.0,Some college - no degree,Other __________________________,0
2,TX,11/15/2013 22:04,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,TX,11/15/2013 22:27,8,Car,Someone else's home,Own home,More than 20,Yes,42.0,76133.0,Associate's degree,Employed Full-time,0
2,TX,11/15/2013 22:52,6,Car,Other,Own home,20-Nov,No,22.0,76123.0,Some college - no degree,On Disability,0
2,TX,11/15/2013 23:08,2,Car,Someone else's home,Own home,0-5,,30.0,76123.0,Some college - no degree,Unemployed,0
2,TX,11/15/2013 23:13,#NULL!,Car,,,,,,,,,#NULL!
2,TX,11/15/2013 23:20,#NULL!,Car,,,,,,,,,#NULL!
2,TX,11/15/2013 23:38,6,Car,Own home,Restaurant/eating place,0-5,No,31.0,76133.0,Some college - no degree,Employed Part-time,0
2,TX,11/15/2013 23:42,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
2,TX,11/15/2013 23:56,6,Car,Own home,Someone else's home,10-Jun,No,37.0,76036.0,Associate's degree,Homemaker,0
2,TX,11/16/2013 0:01,#NULL!,Car,,,,,,,,,#NULL!
3,TX,11/16/2013 1:16,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
3,TX,11/16/2013 1:34,1,SUV/ Crossover,Someone else's home,Own home,More than 20,Yes,22.0,75028.0,Some college - no degree,Employed Part-time,#NULL!
3,TX,11/16/2013 1:52,2,Car,Own home,Work,More than 20,No,46.0,76123.0,Bachelor's degree,Employed Full-time,0
3,TX,11/16/2013 1:58,#NULL!,Car,,,,,,,,,#NULL!
3,TX,11/16/2013 2:19,1,SUV/ Crossover,Store or gas station,Own home,10-Jun,No,26.0,76104.0,9th - 11th grade,Employed Full-time,0
3,TX,11/16/2013 2:29,#NULL!,Car,,,,,,,,,#NULL!
3,TX,11/16/2013 2:49,2,Car,Someone else's home,Own home,0-5,Yes,22.0,76133.0,Some college - no degree,Other __________________________,#NULL!
3,TX,11/16/2013 3:11,1,Car,Work,Someone else's home,20-Nov,Yes,26.0,76040.0,Some college - no degree,Employed Full-time,0
4,TX,11/16/2013 22:08,#NULL!,Car,,,,,,,,,#NULL!
4,TX,11/16/2013 22:09,#NULL!,Car,,,,,,,,,#NULL!
4,TX,11/16/2013 22:32,1,Pickup,Own home,Someone else's home,20-Nov,No,25.0,76123.0,Bachelor's degree,Other __________________________,0
4,TX,11/16/2013 22:37,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
4,TX,11/16/2013 22:50,2,Car,Own home,Someone else's home,20-Nov,No,21.0,76112.0,Some college - no degree,Employed Part-time,#NULL!
4,TX,11/16/2013 23:07,8,Car,Someone else's home,Own home,10-Jun,No,23.0,76106.0,Some college - no degree,Employed Full-time,0
4,TX,11/16/2013 23:11,#NULL!,Car,,,,,,,,,#NULL!
4,TX,11/16/2013 23:24,2,Car,Restaurant/eating place,Own home,More than 20,,46.0,75115.0,Master's degree,Employed Full-time,#NULL!
4,TX,11/16/2013 23:44,2,Car,Sport or rec facility/park,Own home,10-Jun,No,22.0,76110.0,Some college - no degree,Other __________________________,0
4,TX,11/16/2013 23:47,#NULL!,Car,,,,,,,,,#NULL!
4,TX,11/16/2013 23:56,#NULL!,Minivan,,,,,,,,,#NULL!
5,TX,11/17/2013 1:18,#NULL!,Pickup,,,,,,,,,#NULL!
5,TX,11/17/2013 1:42,1,Car,Store or gas station,Someone else's home,0-5,No,50.0,76115.0,9th - 11th grade,Unemployed,#NULL!
5,TX,11/17/2013 1:49,#NULL!,Car,,,,,,,,,#NULL!
5,TX,11/17/2013 1:56,#NULL!,Car,,,,,,,,,#NULL!
5,TX,11/17/2013 2:05,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
5,TX,11/17/2013 2:22,1,SUV/ Crossover,Someone else's home,Own home,20-Nov,No,32.0,76164.0,High school graduate,Employed Full-time,#NULL!
5,TX,11/17/2013 2:25,#NULL!,Car,,,,,,,,,#NULL!
5,TX,11/17/2013 2:48,2,Car,Restaurant/eating place,Restaurant/eating place,0-5,No,29.0,76123.0,Bachelor's degree,Unemployed,0
5,TX,11/17/2013 3:05,4,Car,Someone else's home,Restaurant/eating place,0-5,,19.0,76132.0,High school graduate,Employed Full-time,#NULL!
1,CA,7/12/2013 9:52,#NULL!,Car,,,,,,,,,#NULL!
1,CA,7/12/2013 9:55,#NULL!,Car,,,,,,,,,#NULL!
1,CA,7/12/2013 10:19,3,Car,Restaurant/eating place,Own home,0-5,No,48.0,94521.0,Bachelor's degree,Employed Part-time,#NULL!
1,CA,7/12/2013 10:23,#NULL!,Car,,,,,,,,,#NULL!
1,CA,7/12/2013 10:47,1,Minivan,Store or gas station,Own home,10-Jun,No,72.0,94521.0,Associate's degree,Retired,0
1,CA,7/12/2013 11:09,1,Pickup,Own home,Other,0-5,No,52.0,94521.0,High school graduate,Employed Part-time,0
1,CA,7/12/2013 11:27,3,Pickup,Own home,Other,20-Nov,,70.0,94521.0,High school graduate,Retired,0
1,CA,7/12/2013 11:38,1,SUV/ Crossover,Someone else's home,Work,10-Jun,No,59.0,94523.0,Bachelor's degree,Employed Full-time,#NULL!
4,CA,7/13/2013 22:23,7,Car,Store or gas station,Own home,10-Jun,Yes,24.0,94520.0,Some college - no degree,Employed Full-time,#NULL!
4,CA,7/13/2013 22:53,1,SUV/ Crossover,Someone else's home,Own home,More than 20,No,46.0,94520.0,High school graduate,Employed Full-time,#NULL!
4,CA,7/13/2013 23:29,8,Pickup,Own home,Work,More than 20,No,33.0,94603.0,Some college - no degree,Employed Full-time,#NULL!
4,CA,7/13/2013 23:46,2,SUV/ Crossover,Work,Own home,More than 20,,43.0,94518.0,Bachelor's degree,Employed Full-time,#NULL!
4,CA,7/14/2013 0:17,1,Car,Own home,Own home,0-5,No,32.0,94520.0,Some college - no degree,Employed Full-time,0
4,CA,7/13/2013 23:19,#NULL!,,,,,,,,,,#NULL!
5,CA,7/14/2013 1:42,#NULL!,Car,,,,,,,,,#NULL!
5,CA,7/14/2013 2:10,1,Car,Someone else's home,Own home,More than 20,No,26.0,94521.0,Bachelor's degree,Unemployed,#NULL!
5,CA,7/14/2013 2:47,1,Car,Someone else's home,Someone else's home,0-5,No,16.0,94520.0,9th - 11th grade,Unemployed,#NULL!
5,CA,7/14/2013 3:06,1,Pickup,Work,Hotel/motel,More than 20,,30.0,90001.0,Some college - no degree,Employed Full-time,#NULL!
1,IA,10/18/2013 11:40,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
1,IA,10/18/2013 12:06,1,Car,Someone else's home,Own home,More than 20,No,65.0,50677.0,Bachelor's degree,Retired,#NULL!
1,IA,10/18/2013 12:26,1,SUV/ Crossover,Own home,Other,More than 20,No,42.0,52601.0,Master's degree,Employed Full-time,0
1,IA,10/18/2013 12:35,#NULL!,Car,,,,,,,,,#NULL!
